Keyword,Review,Tone,Attribute1
storage,  space which if the need arise you can expand up to 64 GB,3,Expand
applications,  are easy on this Quad Core mobile phone,3,Easy
applications,  which you frequently use in the Multi-Window and access at ease,3,Ease
applications,  in the Multi-Window just tap the window and readily access any of them,3,
video, s in HD quality will be an experience of its kind,3,HD
videos,  in HD quality will be an experience of its kind,3,HD
image, s clearer on the grand display,3,Clearer
features,  Autofocus and LED Flash helping you get just the perfect shot at every click,3,Autofocus
features,  Autofocus and LED Flash helping you get just the perfect shot at every click,3,LED
features,  Autofocus and LED Flash helping you get just the perfect shot at every click,3,Flash
Flash,  helping you get just the perfect shot at every click,3,
picture, s quietly and easily,3,
applications,  will come handy and friendly,3,Friendly
applications,  will come handy and friendly,3,Handy
lag,  in opening of &quot,1,
Camera,  is not actually of 8MP,1,
heats,  but its due to its heavy ram &amp,1,
Battery,  back up is poor for such an upgraded version,1,poor
Light ,weight  as compared to other phones ranging this cost,3,
features,  compromised as compared to a single sim phone,1,
Battery,  backup is poor but then thats a known fact for Samsung devices,1,poor
fast,  and no lags headphone provided is great very nice display clear and crisp android dual sim feature,3,
headphone,  provided is great very nice display clear and crisp android dual sim feature,3,
snapdeal,  delivers the mobile phones quickly,3,Delivers
snapdeal,  delivers the mobile phones quickly,3,Quickly
office,  work made documents on it had many application running simultaniously games running whatsapping Hikeing Skypeing Internet surfingETC and last forgot to mention My girlfried &quot,3,
build,  memory it is not sufficient as one can get only 1,1,Memory
memory , it is not sufficient as one can get only 1,1,
games,  on it making fone heat like anything,1,Heat
software,  upgrade is needed which can be easily done  for free from samsung gallary,1,Upgrade
memory , to support all the apps you want under one roof and besides all ur songs pics and movies can be shifted to the ,3,
cheap,  and easy servicing it will still be value for money in the long term,3,
features,  that will cope with some of the best phones in the market and with upgrades and samsungs cheap and easy servicing it will still be value for money in the long term,3,
cheap,  price on snapdeal,3,Price
cheap,  price on snapdeal,3,Snapdeal
fast,  prossesor,3,Processor
sound,  quality perfect in d budget,3,Quality
touch, screen display with 1280 x 720 pixels HD resolution,3,
touch, screen display with 1280 x 720 pixels HD resolution,3,Display
connectivity,  features like 3G and Wi-Fi and get the seamless internet browsing experience,3,
features,  like 3G and Wi-Fi and get the seamless internet browsing experience,3,
smooth , platform that allows you to perform multiple actions at one time without any hassles,3,
music, video qualityand everthing is good,3,Quality
video,  qualityand everthing is good,3,Quality
Camera,  Quality is fantastic,3,Quality
Light ,weight  sound quality is good earphone is also good,3,
sound,  quality is good earphone is also good,3,Quality
sound,  quality is good earphone is also good,3,Earphone
snapdeal,  for supplying original product in comparatively cheap rate,3,
heating,  Problem,1,
overheat, ing Problem,1,
snapdragon,  which are always good ,3,
sound,  is quite crisp ,3,Crisp
sound,  is not deep ,1,
touch,  is great ,3,
cheap, er rate as compared to other websites,3,Rate
fast,  and also TFT screen which is not good for a product in this price range,3,
heats, p very fast and also TFT screen which is not good for a product in this price range,1,
stylish,  finish Black color is simply awesome,3,Finish
stylish,  finish Black color is simply awesome,3,Color
sound,  quality is good i will give 6,3,Quality
hangs,  sometimes without a cause,1,
Screen, ----A Grand one @5,3,
Resolution,  could have been better,1,
Screen,  Resolution could have been better,1,Resolution
cheap,  and very light to use i always like samsung product and thank u snapdeal for giving this ph at ,3,Snapdeal
snapdeal,  for giving this ph at cheapest rate,3,
durable,  lasts long and leather back is resistant to acute fall,3,Lasts
features,  like multi window smart stay wifi hot spot which is available only in few smart phones,3,
lagging, ging but not recommended to update the kitkat version,1,
features,  that you would want it to have for the price tag,3,
fast,  and the screen is good,3,
quad core,  processor means you can ran a game hd movies with pure pixels quality I simply said who wants to buy this phone go for it,3,Processor
features,  of this hand set is good but battery back up is very poor,3,
features,  which fulfill all needs,3,
snapdeal,  with great price too,3,
Apps,  are Runnin Smoothly,3,Smoothly
Battery,  is Jst Mind Blwng,3,mind
Screen,  Gives Me A Bttr View Of Everythng,3,
Camera,  Quality is Better Than Micromax And Lg,3,Quality
Ram, (Runs Smoothly Every Apps And Games),3,Apps
Ram, (Runs Smoothly Every Apps And Games),3,Games
Camera, (Best Shot Every Time),3,Shot
features,  work perfectly,3,
Camera,  is simply great,3,
gaming,  and also rung 1080p videos effortlessly,3,
video, s effortlessly,3,
videos,  effortlessly,3,
Battery,  is poor,1,Poor
body,  including the newly leather back cover is fantastic,3,Back cover
heavy,  usage will get 1 full day,3,
heavy,  163gm as compared to 103gm S4 mini,1,
fast,  response,3,Response
heats,  up little bit,1,
Price,  is too high ,1,High
smooth , multitasking,3,Multitasking
Battery,  drains out faster even without use of major application,1,Drains
Battery,  drains out faster even without use of major application,1,faster
Battery,  charge time is very less,3,less
interface,  is handy,3,Handy
Battery,  backup is good speaker not too loud installed apps are not of great use quite heavy ,3,good
fast,  and no lags headphone provided is great very nice display clear and crisp,3,
headphone,  provided is great very nice display clear and crisp,3,
delivered,  on time as dated in order email,3,on time
Battery,  life is poor,1,poor
snapdeal,  is best way to purchace any thing any where to easy wayyyyyyyyyyyyyyyy plz use ,3,purchase
touch, screen FM1280 x 720 pixels HD resolution Emails 8MP Camera 8gb internal RAMand all the today business needs i can use Galaxy Grand 2 phone,3,HD
touch, screen FM1280 x 720 pixels HD resolution Emails 8MP Camera 8gb internal RAMand all the today business needs i can use Galaxy Grand 2 phone,3,Resolution
touch,  is GR8,3,
delivered,  was worth appreciating,3,
online,  by snapdeal only,3,
delivered,  the product at the given date i,3,
Delivery,  of order from SnapDeal after booking the order I received the order after 15 days it may be delay from delivery vendor (BlueDart) but SnapDeal should ensure the delivery within 5 working days since we are buying from Snapdeal not from delivery vendor also snapdeal should have its own delivery system to ensure  delivery as committed while buying the product,1,Delay
performance,  is also best,3,
Camera,  is not as good as Samsung Galaxy Grand,1,
Camera,  is not as good as Samsung Galaxy Grand :-(,1,
delivered,  in four day,3,
smooth , usage without any lag,3,lag
features,  are satisfactory,3,
interface,  is too gud,3,
Display,  is not satisfied,1,
picture,  and sound quality is also very good,3,
sound,  quality is also very good,3,Quality
stylish,  and is very sleek,3,Sleek
Battery,  life is good normally more than a day,3,good
Display,  is better than expected and with kit kat update its running fine,3,Fine
service,  without any problem from the  manufactring co,3,
touch,  bluetooth everything super,3,
sound,  is not effective battery backup is poor n resolution too,1,Effective
sound,  is not loud enough,1,Loud
memory , of the MotoG isnt just enough,1,
clarity,  advance features multiple view screen adding,3,
features,  multiple view screen adding,3,
clarity,   is not up to the satisfaction,1,
clarity,  amazing,3,
video,  clarity amazing,3,Clarity
touch,  is good,3,
gaming,  zone is perfect,3,Zone
storage,  was low just 2 gb only but another option is there we can root mobie then we will install bigger sige apps and games,1,Low
memory , card and lots of features,3,
Camera,  and vga front camera is also available with video calling facility,3,
video,  calling facility,3,Calling
delivered,  on time and with good condition,3,Time
games,  like Temple run Subway surfers are run smoothly,3,Smoothly
headphone,  provided by Samsung is not comfortable for the user,1,Comfortable
fast, er than old S Duos S7562 (1Ghz A5) and being a dual core it will offer more than 3 times the procressing speed than S7562 even ,3,
viewing ,angles  sunlight legibility,3,angles
Touchwiz,  is the best in terms of functionality and I prefer it over mere looks of Sense and Time-scape),3,
UI,  (arguably Touchwiz is the best in terms of functionality and I prefer it over mere looks of Sense and Time-scape),3,
fast, er Krait CPU (3,3,Krait
Battery,  : larger battery plus more power efficient krait cpu,3,Larger
Battery,  : larger battery plus more power efficient krait cpu,3,Efficient
fast,  and clear screen,3,
Camera,  makes it nice,3,Nice
lag,  owing to the low RAM but please note you are getting this phone at a nominal price when compared to other online purchase websites,1,
snapdeal,   the specification of RAM iS 768MB but after i get this phone saw the specification of RAM is 717MB,1,Specification
snapdeal,  service is good,3,Service
durable,  non scratchable back cover,3,Back cover
sound,  quality good camera 5mp rear light weight sleek durable non scratchable back cover,3,
sensor, s for good maps experience,3,Map
sensor, s for good maps experience,3,
memory , remains free,3,Free
fast,  and no lags headphone provided is great very nice display clear and crisp,3,Lag
headphone,  provided is great very nice display clear and crisp,3,
features,  easily and without any difficulity and is running very smooth,3,Smooth
clarity, Sound Clearity  is super,3,
touch,  screen in some areas of the phone surface does not work for me,1,
affordable,  mobile that does everything you need at an ,3,
body,  still working fine,3,Fine
service,  is perfact &amp,3,Perfect
laging, ing problems,1,
Screen,  is quite small (min,1,Small
picture,  quality is very clear,3,Clear
picture,  quality is very clear,3,Quality
charging,  otherwise overall it is best device in lower price range,1,
fast,  discharging otherwise overall it is best device in lower price range,1,
features,  makes the phone worth buying,3,
delivered,  on time,3,Time
budget,  phone with recommended facilities,3,
Battery,  backup on 3G awful,1,Awful
body,  constructionget scraches very easily,1,Scraches
cheap,   plastic body constructionget scraches very easily,1,
features,  are very good but only has one drawbck of battery,3,
heating,  problm,1,
overheat, ing problm,1,
Ram,  is not enough 4this phone,1,Enough
Camera,  quality super ,3,Quality
stylish,  design ,3,Design
cheap,   smart and light too,3,
software,  is plus point,3,
sensor, s works good,3,
Apps,  like facebook whatsapp viber and Line work well,3,
cheap,  phones this is good to buy,3,
Screen,  is very nice lookdisplay is also very attractiveit is a great smart phone,3,Nice
budget,  smart phone require  you can go for this,3,
features,  are gr8,3,
Looks,  awesome,3,
hangs,  or slowness found till now (7 days),1,Slowness
snapdeal,  gave this at the best price,3,
video,  clearity is very nice,3,Clarity
snapdeal,  serves selling the products in the best mannaer,3,
Battery,  performance good,3,good
lag,  it does not hang,3,Hang
lag,  found in regular use,1,Regular
Game, s like candy crush subway surfer and other 3d racing games run smooth with only a very slight lag sumtimes which is totally negliglbe,3,Lag
games,  run smooth with only a very slight lag sumtimes which is totally negliglbe,3,
lag,  sumtimes which is totally negliglbe,3,
smooth , with only a very slight lag sumtimes which is totally negliglbe,3,Lag
smooth , with only a very slight lag sumtimes which is totally negliglbe,3,Negligible
video,  conferncing using apps Skype free calls from messenger &amp,3,Conferncing
Battery,  backup is very poor speaker not too loud installed apps are not so good,1,Poor
sound,  easy controls light weight,3,Control
online,  shopping for mobile  they mostly got broken mobile or another kind of items   but thank God i got what i vve seen on the screen,1,Broken
Flash,  is Powerful,3,Powerful
durable,  and handy bit size is little small it should be 4,3,
snapdeal,  is our best shopping choice,3,
service, s without any hesitation you can buy any thing from snapdeal,3,
performance,  is satisfactory,3,
snapdeal,  is awsome,3,
sound,  is not good,1,
picture,  quality good sound nice camera,3,Quality
Display,  perfect headphone sound good camera fine and the con is battery life not so good,3,Perfect
headphone,  sound good camera fine and the con is battery life not so good,3,
Battery,  backup is poor ,1,Poor
clarity,  is very nice,3,Nice
features,  its camera clarity is very nice,3,Camera
features,  its camera clarity is very nice,3,Clarity
Camera,  clearity verry sharp,3,Sharp
Camera,  clearity verry sharp,3,Clarity
Camera,  quality is Superb in this price range as compared to any one,3,Quality
fast,  start up,3,
Battery,  Life is very bad for regular net and games user,1,bad
music,  is quite low so sometimes it might frustrate u,1,Low
fast, est android samsung phone in budget ,3,
features,  and camera quality is good,3,
lag,  when too many apps run at a time,1,
Battery,  runs well for a day and half without any WIFIGPRS usage,3,Well
snapdeal,  provides best price among other online stores,3,
budget,  pricing,3,
fast,  when in terms of application compatibility,3,Application
video, s appear bright and well coloured on this Samsung galaxy android mobile,3,Bright
video, s appear bright and well coloured on this Samsung galaxy android mobile,3,Coloured
videos,  appear bright and well coloured on this Samsung galaxy android mobile,3,Bright
videos,  appear bright and well coloured on this Samsung galaxy android mobile,3,Coloured
viewing ,angles  of this display are also very good,3,
viewing ,angles  of this display are also very good,3,angles
viewing ,angles  of this display are also very good,3,good
viewing ,angles  of this display are also very good,3,angles
viewing ,angles  of this display are also very good,3,good
video, s at 720p capturing 30 fps,3,
videos,  at 720p capturing 30 fps,3,
online,  shopping websites snapdeal is best in these product,3,
snapdeal,  is best in these product,3,
touch,  is smooth,3,Smooth
picture,  quality is not that good in this set,1,Quality
Battery,  performance is not good,1,not
clarity,  is good But Battery performance is not good,3,
hanging,  prblm too,1,
snapdeal,  is greate ok,3,
Battery,  backup is poor speaker not too loud installed apps are not of great use quite ,1,Poor
fast,  and no lags headphone provided is great very nice ,3,
headphone,  provided is great very nice ,3,Nice
Price, d at 10k in Flipkart ( previous version 9k ),1,Flipkart
Camera,  very good,3,
smooth , to handle,3,
video, s has secondary cam and LED flash is lightweight and easy controls,3,LED Flash
videos,  has secondary cam and LED flash is lightweight and easy controls,3,LED Flash
Camera,  clearity is very good,3,Clarity
build,  quality and camera display are very good,3,Quality
Battery,  z not so good,1,not
affordable,  phone in that category,3,
picture,  quality is so good and the touch screen so smooth,3,Quality
touch,  screen so smooth,3,Smooth
picture, s and video quality is also amazing,3,
video,  quality is also amazing,3,
features,  only concern is its battery life,1,Battery
features,  only concern is its battery life,1,Life
fast,  app speed,3,App
internet,  usage is little higher,1,
image,  quality is is very good,3,Quality
Screen,  resoolution is fine,3,Resolution
Camera,  is very good with the flash,3,Flash
Camera,  with flash combination going to blast your negative views,3,
clarity,  along with the satisfied battery backup and over all good compatible design,3,
Screen,  resolution and clarity along with the satisfied battery backup and over all good compatible design,3,
sound,  is clear and jellybean is is great,3,Clear
snapdeal,  is providing this phone at best price lowest price on online shoping stores i thanx to ,3,
cheap,  compared to the other online sites,3,
connectivity,  is good and battery back up is also ok,3,
sound,  good camera eassy to handle specially for girls as this is perfect size to carry for them as 5 or more is not comfortable to them to carry,3,
Battery,  will go down in 3G mode ,1,Down
Looks,  like High end S4 phone,3,
headphone, s for noise free music,3,Noise
video, s recorded are good,3,
videos,  recorded are good,3,
stylish,  finish,3,Finish
Camera,  for this mobile is quite good at day time but night time with flash you can take good pictures,3,
snapdeal,  is very good website to buy new mobile phone with lowest price,3,
snapdeal,  is very good website to buy new mobile phone with lowest price,3,Buy
touch,  all works flawless,3,Flawless
delivered,  in just 3 days by snapdeal,3,
snapdeal,  for prompt delivery &amp,3,Prompt
Battery,  is ok 1500 Mah youll need to charge it everyday depending on your usage,2,ok
heating,  issues,1,
hangs,  a bit,1,
budget,  Android smartphone with good specifications then you should definitely go for it,3,
build,  quality of this phone is excellent despite of its low price,3,Quality
Camera,  clarity is superb,3,Clarity
Display,  is bright in sunlight too,3,Bright
built ,quality  is the best it can stand handling of my 4 year old niece :),3,Handling
built ,quality  is the best it can stand handling of my 4 year old niece :),3,quality
built ,quality  is the best it can stand handling of my 4 year old niece :),3,quality
picture,  quality is great and you just cant ask more for the price from a reputed brand like Samsung,3,Quality
games,  like Candy Crush Bubble Shoot and Subway Surfer is not at all a problem in this mobile,3,
Battery,  charging is fast,3,Charging
Battery,  charging is fast,3,fast
charging,  is fast,3,Fast
interface,  of Samsung can make the phone lag and we should change it to nova launcher ,1,Lag
games,  like Temple Run and Subway Surf and they are working butter smooth like they do on iPhone,3,Smooth
fast,  draining battery of this phone,1,Draining
Camera,  is also pretty nice,3,
sound,  is clear and in earphone ,3,Clear
Ram,  only 768mb ,1,
laging, ing various time may be due to ram size,1,RAM
Camera,  quality is Good as per the expectation from Samsung same case with sound also sound is less with or without headphone but looking wise is looks great,3,Quality
Looks,  like High end S4 phone,3,
delivered,  within 7 days,3,
stylish,  in lookhandy &amp,3,Look
fast, er during multitaskingno lag during usage of internet &amp,3,
lag,  during usage of internet &amp,1,
durable,  and light weight instrument,3,
sound,  is clear and crystal,3,Clear
sound,  is clear and crystal,3,Crystal
Battery,  life redefined by this phone  does not need to charge for 15 days in normal use and in less use can go on more than a month,3,redefined
Ram,  is only 768 mb wants to be more,1,
service,  is very good and pleasant to me,3,Pleasant
service,   good productsfully satifaction ,3,
music,  and video player is when mp3 or video playing while voice braking every 4 to 5 seconds,1,
lag,  in gaming thats it,1,
applications,  are working perfectly,3,
build,  quality and best price with SnapDeal,3,Quality
Battery,  cycle is very less time,1,less
Camera,  quality too good,3,Quality
Battery,  backup is quite less,1,less
touch,  is good and processibg as well,3,
software,  it too slow,1,Slow
lags, s if you collect more and more apps,1,Apps
Camera,  clarity is sufficient for normal users and flash is decent,3,Quality
clarity,  is sufficient for normal users and flash is decent,3,
memory , would have been a little more,1,
Battery,  duration is not sufficient,1,not
operating ,system  can be used in Indian languages,3,used
operating ,system  can be used in Indian languages,3,system
operating ,system  can be used in Indian languages,3,system
Battery,  does not require recharge everyday,3,not
durable,  use,3,
sound,  is a bit low,1,
features,  like touch is greatdisplay is goodcamera is awesome speaker and headset is nice,3,
touch,  is greatdisplay is goodcamera is awesome speaker and headset is nice,3,
features,  for a steal price,3,Price
Battery,  dry while using wifi cont,1,
cheap, er when compared with the latest mobiles available,3,
sound,  is very low,1,Low
built ,quality sharp display good,3,Sharp
built ,quality sharp display good,3,quality
built ,quality sharp display good,3,quality
built ,quality sharp display good,3,Display
built ,quality sharp display good,3,quality
built ,quality sharp display good,3,quality
features,  strong built quality sharp display good,3,Strong
features,  strong built quality sharp display good,3,Quality
Ram,  is Better than other,3,
games, - running well,3,
cheap, est among all,3,
clarity,  is good ,3,
features,  are commendable and are up-to-date,3,Uptodate
connectivity,  is good music is very entertaining,3,
music,  is very entertaining,3,
Screen,  resolution is good display is good,3,Resolution
Camera,  quality is mind blowing,3,
Camera, s are good,3,
Camera,  clarity is reasonable,3,Clarity
clarity,  is reasonable,3,Reasonable
features,  lovely,3,
hangs,  on heavy use,1,Heavy
snapdeal,  and im always satisfied and every time getting low price as compare to other online shopping sites,3,
service, s are best and as far as the product is concerned i gifted it to my mom and she just love it,3,
hanging,  problem in this product,1,
performance,      doesnt get hang,3,Hang
snapdeal,  because recently which i had purchase those are very good product,3,
cheap, est deal I available at that time,3,
Camera,  is packed with different modes to choose from,3,Modes
budget,  phone from a trustworthy brand,3,
Battery,  life is a low,1,low
fast,  processor stylish look and large 4inch screen,3,Processor
stylish,  look and large 4inch screen,3,Look
interface,  in this price you will not get any better product then this from a brand like NOKIA,3,
service, s very poor,1,Poor
Battery,  is of poor quality,1,poor
affordable,  price ,3,Price
Delivery,  packing all was good,3,
fast,  cortex A9 processor,3,Processor
gaming,  facility is fantastic totally entertainment pack in small box ,3,
touch,  is great nice cpu speed ram is enough video quality is much better gaming facility is fantastic totally entertainment pack in small box ,3,
video,  quality is much better gaming facility is fantastic totally entertainment pack in small box ,3,Quality
fast, er gaming response,3,Gaming
features,  768 MB RAM and 4 GB ROM,3,
memory , to 64 GB,3,
service,  is vary goodSamsung Product price is also Vary Good,3,
snapdeal,  service is vary goodSamsung Product price is also Vary Good,3,Service
Display,  : It has a Very good LCD back-lit 4 inch ,3,LCD
sound,  are very clear,3,Clear
headphone,  or ear-bud provides charming sound quality ( I generally used my noise cancellation ear-bud by Samsung and Sony ),3,
headphone,  or ear-bud provides charming sound quality ( I generally used my noise cancellation ear-bud by Samsung and Sony ),3,Quality
hanging,  issue till date,1,
light,  conditions it has a LED flash but some noise are visible in Night,1,
picture,  in outdoor in daylight with good details in night or low light conditions it has a LED flash but some noise are visible in Night,1,Daylight
flipkart,  deliver my phone within 36 hrs from my booking,3,Deliver
smooth , and excellent feeling using it good even downloading very fast,3,
touch,  operating is really smooth and excellent feeling using it good even downloading very fast,3,Smooth
Android,  is great as usual and the aesthetics is pleasing with the availability of ample accessories being a bonus,3,
service,  is excellent,3,
Camera,  is not so good for photos,1,Photos
sound,  is clear &amp,3,Clear
Game, s but just to have a feel I have installed Temple Run 2 and the game runs smoothly without any hitch,3,Smoothly
features,  a 5MP camera that can deliver pictures and videos with amazing quality,3,Camera
picture, s and videos with amazing quality,3,Quality
video, s with amazing quality,3,Quality
videos,  with amazing quality,3,Quality
features,  an internal storage space of 4GB which can be easily expanded up to 64GB with the help of a micro SD card to store videos music apps and more,3,Storage space
storage,  space of 4GB which can be easily expanded up to 64GB with the help of a micro SD card to store videos music apps and more,3,
Display,  The Samsung Galaxy S Duos 2 features a 4inch TFT Capacitive Touchscreen that offers a resolution of 480 x 800pixels with clear and bright pictures,3,4inch
features,  a 4inch TFT Capacitive Touchscreen that offers a resolution of 480 x 800pixels with clear and bright pictures,3,Touchscreen
features,  a 4inch TFT Capacitive Touchscreen that offers a resolution of 480 x 800pixels with clear and bright pictures,3,Resolution
touch,  feature greatly enhances the user experience on the phone,3,Feature
music,  and video playing are very satisfactory,3,
video,  playing are very satisfactory,3,
touch,  and display are very responsive,3,Responsive
Processor,  is ok but sometime it lags,3,
touch,  and typing is good,3,
build,  and nice looks,3,
delivered,  safe snd EMI option made my day,3,Safe
delivered,  safe snd EMI option made my day,3,EMI
heats,  up a little on charging,1,
Camera,  clicks perfect shots,3,Clicks
touch,  mails  camera and games all things are just like never before ,3,
service,  and very fast delivery,3,Fast
clarity,  in display,3,
features,  and outstanding clarity in display,3,Display
features,  and outstanding clarity in display,3,Clarity
body,  makes it stand at its best,3,
Camera,  is awesome with its full HD support,3,HD
headphone, s is killing i am impressed with the sound quality,3,
headphone, s is killing i am impressed with the sound quality,3,Quality
Display,  Type: Retina display Scratch resistant,3,Retina display
Display,  Type: Retina display Scratch resistant,3,Scratch
Android,  doesnt offer me this feature,1,Feature
body,  design is just amazing enhanced with 2gb ram for never lagging experience,3,Design
fast, er than prior versions,3,Versions
Camera,  is beyond comparison,3,
Display,  is unquestionable,3,
Fingerprint ,sensor  works flawlessly,3,sensor
Fingerprint ,sensor  works flawlessly,3,flawlessly
Fingerprint ,sensor  works flawlessly,3,flawlessly
service,  used it is horrible and Customer Care is very rude,1,
features,  very flexible touch,3,
speakers,  however are working fine,3,
heats,  up while playing games :( except this phone is awesome ,1,
delivered,  before scheduled date,3,
delivered,  perfectly,3,
Price,  worth,3,Worth
fast,  and safe ,3,
service,  is very fast and safe ,3,Fast
service,  is very fast and safe ,3,Safe
snapdeal,  service is very fast and safe ,3,Service
stylish,  silver colour adds panache to the overall design,3,Design
fast, er and easier,3,
sensor,  is put your finger on the Home button and the iPhone gets unlocked,3,
Touch, ID  is 360-degree readable which means no matter what its orientation your iPhone reads your fingerprint,3,Orientation
Touch, ID  is 360-degree readable which means no matter what its orientation your iPhone reads your fingerprint,3, ID
Touch, ID  is 360-degree readable which means no matter what its orientation your iPhone reads your fingerprint,3,readable
Touch, ID  is 360-degree readable which means no matter what its orientation your iPhone reads your fingerprint,3, ID
Touch, ID  is 360-degree readable which means no matter what its orientation your iPhone reads your fingerprint,3,readable
fast, er CPU and graphics performance as compared to the A6 chip,3,CPU
fast, er CPU and graphics performance as compared to the A6 chip,3,A6 chip
Touch, ID  fingerprint identity sensor and the new iSight camera,3, ID
features,  like smarter multitasking AirDrop and Control Centre,3,AirDrop
features,  like smarter multitasking AirDrop and Control Centre,3,Control centre
fast,  wireless as iPhone 5S now supports more networks than ever before,3,Wireless
fast,  networks in more places,3,Networks
burst,mode lets you capture several shots by snapping 10 photos per second,3,Capture
burst,mode lets you capture several shots by snapping 10 photos per second,3,mode
burst,mode lets you capture several shots by snapping 10 photos per second,3,mode
image,  stabilisation makes moving objects look less shaky,3,Stabilisation
features,  include slow-motion video live video zoom square photos Panorama photos and photo filters,3,Video
features,  include slow-motion video live video zoom square photos Panorama photos and photo filters,3,Panorama
sensor,  that gives it increased sensitivity in low light,3,
delivered,  in 2 days flat time,3,Time
service,  of snapdeal is very good,3,
snapdeal,  is safe  and the service of ,3,Safe
service,  no complains,3,
fast,  delivery timing and product quality originality and packaging all are perfect,3,Delivery
online,  shopping service I think with perfect and fast delivery timing and product quality originality and packaging all are perfect,3,Service
online,  shopping service I think with perfect and fast delivery timing and product quality originality and packaging all are perfect,3,Packaging
service,  I think with perfect and fast delivery timing and product quality originality and packaging all are perfect,3,
service,  I think with perfect and fast delivery timing and product quality originality and packaging all are perfect,3,Packaging
viewing ,angles  and under-sun legibility,3,angles
sensor,  which is integrated with the Home button and offers an alternative way of securing the phone,3,
Touch, ID  fingerprint sensor which is integrated with the Home button and offers an alternative way of securing the phone,3,Fingerprint 
Touch, ID  fingerprint sensor which is integrated with the Home button and offers an alternative way of securing the phone,3, ID
Touch, ID  fingerprint sensor which is integrated with the Home button and offers an alternative way of securing the phone,3,integrated
Touch, ID  fingerprint sensor which is integrated with the Home button and offers an alternative way of securing the phone,3, ID
Touch, ID  fingerprint sensor which is integrated with the Home button and offers an alternative way of securing the phone,3,integrated
fast, er than its predecessor,3,
performance,  up to two times faster than its predecessor,3,Faster
Touch, ID  offers a simple yet effective way to authenticate the phone for unlocking it or while purchasing content from the App Store and iTunes Store,3,Unlocking
Touch, ID  offers a simple yet effective way to authenticate the phone for unlocking it or while purchasing content from the App Store and iTunes Store,3, ID
Touch, ID  offers a simple yet effective way to authenticate the phone for unlocking it or while purchasing content from the App Store and iTunes Store,3,simple
Touch, ID  offers a simple yet effective way to authenticate the phone for unlocking it or while purchasing content from the App Store and iTunes Store,3, ID
Touch, ID  offers a simple yet effective way to authenticate the phone for unlocking it or while purchasing content from the App Store and iTunes Store,3,simple
Camera,  works Great,3,
warranty,  and genuine,3,
snapdeal,  i got it for the lowest price,3,
delivered,  within the promised time,3,Time
delivered,  as promised,3,
Delivery,  time cant get better than this,3,Time
delivered,  with due care and with resposibility,3,Care
delivered,  with due care and with resposibility,3,Responsibility
lag,  no issues every game run on it without any issue or ,3,
fast,  service,3,Service
delivered,  before time was packed really well,3,TIme
features,  look and feel sound and video quality,3,Sound
features,  look and feel sound and video quality,3,Video
cheap, er than the current market rate,3,
warranty,  (Genuine new product) with all accessories and 6k cheaper than the current market rate,3,Genuine
features,  are also good,3,
snapdeal,  and new genuine sealed packed product,3,Product
Android, )slowly getting hang of it,1,Hang
Delivery,  very bad I receives the phone after 1 week and aftwr chasing my order with courier company,1,Order
applications,  running gets little bit heated up,1,Heated
Battery,  backup is poor,1,Poor
delivered,  as mentioned on the estimated date (7 days),3,Date
durable,  than any other models,3,
durable,  than any other models,3,Cost
sound,  quality and the camera feature is equally fantastic,3,Quality
warranty,  :-) aswm ,3,
snapdeal,  give me a best deal other than shopping sites,3,
delivered,  on time and in good condition ,3,Time
games,  without lagging,3,Lagging
cheap,  price compared to market,3,Price
fast,  shipping and good seller ,3,Shipping
touch, : its awsome,3,
Battery,  life really good,3,good
sound,  so clear in ,3,Clear
heats,  faster when charged or taken a call for long time,1,Charged
heats,  faster when charged or taken a call for long time,1,Call
smooth , os,3,
interface,  touch id works awesome unlike Samsung galaxy S5 touch scanner,3,
touch,  id works awesome unlike Samsung galaxy S5 ,3,
smooth , in working and usage,3,
Camera,  Quality is Too Good and the processor is quite fast,3,Quality
Screen,  is Sharp and Sony Proves to Be a Brand Name,3,Sharp
Price,  too high  0,1,High
snapdeal,  has given me a used phone,1,
internal,memory  that would restrict you to load more apps especially heavy and nice games,1,restrict
internal,memory  that would restrict you to load more apps especially heavy and nice games,1,memory
internal,memory  that would restrict you to load more apps especially heavy and nice games,1,memory
memory , that would restrict you to load more apps especially heavy and nice games,1,
Camera,  quality is noteworthy,3,Quality
Battery,  backup is good,3,good
image, s are also good for it,3,
light,  images are also good for it,3,
Audio, + Clear bass Clear Phase&trade,3,Clear
Audio, + Clear bass Clear Phase&trade,3,Bass
Processor,  - MediaTek consumes lesser battery as compared to Qualcomms,3,MediaTek
Processor,  - MediaTek consumes lesser battery as compared to Qualcomms,3,Qualcomms
hardware,  for just three buttons which consumes more battery and may increase the cost its better to provide the buttons on the screen itself,1,Buttons
hardware,  for just three buttons which consumes more battery and may increase the cost its better to provide the buttons on the screen itself,1,Battery
hardware,  for just three buttons which consumes more battery and may increase the cost its better to provide the buttons on the screen itself,1,Cost
buttons,  disappear while doing any of the above mentioned things,1,Disappears
storage,  is not an issue with Xperia C as you have an option to choose SD card as the default ,3,SD card
features,  are very good,3,
snapdeal,  that I got a less price comparing to market price,3,
cheap, est price on SNAPDEAL,3,Snapdeal
headphone,  provided is not good,1,
picture,  quality needs improvement,1,Quality
cheap,  sound quality not good,1,
cheap,  sound quality not good,1,
sound,  quality really clean but the earphone i found looks cheap ,3,Quality
sound,  quality really clean but the earphone i found looks cheap ,3,Clean
